sentiment, sentence
2,Good for a Year
3,"Keyboard=great, mouse=not so great"
1,Iphone 6 is cheaper at best buy. Best buy sells the iphone 6 for ...
5,QUICK DELIVERY VIA PRIME
1,"Did not have USB chip in the box, but ..."
5,Nice and sleek
2,"It looks cool, but the mouse itself is pretty bulky and ..."
1,Don’t buy from this seller
2,Loose Keys Caused Me To Return It
1,Do Not buy this !!
1,Doesn't connect well
5,The quickness of the exchange of application
1,This phone don't work well shout down alot too many ...
5,Fast charger ......fast charger .....
5,The real deal! I am obsessed with these!
3,... are bit out from the keyboard and its a good keyboard if you have place to rest your palm
3,Keyboard is nice but the mouse is cheesy
3,Alright
5,Amazing job
1,Don’t Do it
1,Not good!!
1,Bad hardware design causes major lag problems.  Don't buy.
4,Works!
2,Thankfully it was only twenty bucks
3,Just received the product
3,Eh...
5,Best IPhone 6s case
2,Not even worth it
1,BUYER BEWARE
1,BUYER BEWARE
2,Freezes and lags a lot
4,but was shocked - in a good way. The tangle-free cable is a little flimsy
1,Empty!
5,"Well made, seem sturdy"
5,These are great charging cables.
5,Love Apple products and iPhone
3,Scroll Wheel Very Inconsistent
5,Very pleased with the
1,"Not unlocked"""
3,Bang for your buck
1,Arrived and didn’t work.
5,Like New
1,Don’t have original charger !
1,Garbage
2,Not the bet iPhone :/
3,A good looking screen protector
3,50/50
3,Bad Tracking
2,"Well, you get what you pay for..."
5,Used on iPhone 7 and highly recommended
5,I got what I paid for.
1,I thought I would be able to take this out ...
2,"All Style, No Substance"
3,looking for the chip?
1,Had a bad battery.
4,vain attempt
3,It stops when you move it too fast and it can get uncomfortable
2,Mouse is subpar
5,This pillow case is soft and fits a 18x 18 ...
5,My daughter is quite pleased.
1,DON'T BUY IT!
3,"Pros, I guess. More Cons."
5,Ready Steady GO !
1,Easy set up and beautiful picture
1,STOP STOP STOP DO NOT WASTE YOUR MONEY.
5,they work great.
2,but maybe a more careful typist would have better luck.
1,could not charge
3,"Not bad, but incompatible with Logitech Unifying Receiver"
5,Perfect fit.  Make sure to remove entire origional ear piece.
2,Really nice just doesnt last however.
4,Doesnt turn camera noise off
5,Second times a charm
2,The body is in perfect condition.
1,It is not compatible with Verizon Wireless.
1,Stops working randomly
2,"It says made specifically for MacBook Pro, yet there ..."
1,First of all the screen started to change colour slowly ...
1,Big problems.
1,Stopped working after few weeks.
5,Great Product
2,Does Not Last
2,Unlikely to protect from falls. Buy the technet cover instead.
2,silence button and speaker and all not in the right place they haven't been measure and cut to size properly however the actual
5,"Great value, fast wireless charger"
1,"Got this Keyboard on October the 29th, everytime my ..."
3,66%
5,"Very cool, very fast, very useful."
3,NOT HEIGHT ADJUSTABLE!
1,Hardly owned it for 6 months before it broke
5,great piece of kit
1,Lasted less than one day
5,Great for Teepee
1,THIS IS NOT A GAMING MOUSE
2,The thing that makes me give it 2 stars...
3,"Great feeling, but reliability issue"
5,Wonderful phone. Very nice for the price I must ...
2,Worked for about a month and the keyboard would no ...
1,BROKE MY PHONE!
2,It may come with battery issues
3,Slightly Small
3,Lack of headphone jack a deal breaker for me
1,Waste of my money
4,Exceeded My Expectations
2,Mouse has a mind of it's own!
2,The mouse is too small
2,I don't like this keyboard
5,Functions properly and is just amazing '
5,Amazing ❤️
1,"It is an excelent smartphone, I am very happy to have one"
5,"... is a very worthy case as it looks very nice, I was very happy with the case as ..."
3,It's okay. I guess you get what you pay ...
5,That was quick ..
2,Find something different
1,Phones are not unlocked
3,Can't return not cost affective
4,Good company to buy from.
2,Not Unlock Iphone
1,Need to read this
1,don't buy
5,Instant fit and totally bubble free.
1,... to enter net battery dies fast it comes with stupid ring tone that u can't change it slow
2,Ok But
1,I recently purchased this phone and it's not worse buying at all
1,Poor product. Delay in key strokes.
1,Mywit provides poor customer service!
1,You get what you paid for
5,It was exactly like it was described
1,"The Bad, Worse, and Worst of this mouse"
5,Does the job.
1,AWEFUL
2,Broke after two months
1,This one didn't work and was returned
5,Great phone and a great price
5,"and worked fine, over all very satisfied with the product"
1,tit terrible every time i try logging in the key board ...
5,"The phone is in mint condition not a single scratch I'm very pleased, money well spent i would definitely buy from ..."
3,its okay
4,Blu phone
2,"mouse didn't work, tried two batteries and the light ..."
5,Could not be happier with the purchase as well as shipment delivery
3,"Okay, but not set up for Mac OS keyboard"
1,Same case in Dollar tree!!
1,incomplete  product
2,... my experience Logitech products are affordable and durable with good quality. this one never really works properly
3,some when I wear one otu it's an easy choice what to buy
4,Nice Tips!
1,Function vs. Fashion
5,Great case for iPhone 6s
3,"Keyboard good, mouse not so much"
3,"The monitor does not snap into base securely, I ..."
5,... purchased from this seller because we had such a good product the first time around
5,... purchased from this seller because we had such a good product the first time around
5,Wow that was good service and a great product at a great price
1,Doesn't work as designed
3,quite annoying tbh. Besides that the design and features of ...
1,will not last long
5,Top product!
5,love
5,love
3,Quality Product.  Usually is most of the time.
3,Nice treat for eyes.
3,It works just fine and I don't notice any dead pixels
1,I Want my mony back or another cell phone instead
5,Works with my iPhone 6s and iPad
2,Spend more for better performing peripherals
4,Great product but.....
2,The phone was refurbished but was new and in excellent shape per description
1,As my dumb mind decided
3,"Not bad, but..."
3,"Decent phone, but not app friendly."
3,Just OK.
1,"It’s a waste of your money, to buy this phone!"
1,Stops working almost immediately
1,NOTHING the phone didn't even come on I was EXTREMELY DISAPPOINTED I END UP FINDING ANOTHER SELLER SAME EXACT PHONE ...
5,Wonderful phone
4,"but the functionality has been perfect, is the most important"
1,Dropped phone calls
2,Mouse great Keyboard sucks.
1,stop working after 5 months. Keep on typing back ...
5,As described +++
5,Works as described n better than expected picture is great
3,Not good build. But good for the price $19.99
3,"Great sound, Poor function design"
3,NOT a full-size mouse!
1,Keep away from Logitech
5,🤩🤩🤩 So happy with this purchase 🤩🤩🤩
5,Excellent Phone
4,A bit big for me
5,Excellent Purchase
1,"Keyboard sleep mode"" is annoying"""
3,Not A Gamming Mouse!!!
5,Stellar Earphones
1,"Anyone who wants to hook your ps4 with it, ..."
3,Wired but disconnected
5,Excellent Condition
2,"Colorful, cool to look at, responsive, but uncomfortable"
1,Worst Experience Ever!!! :(
1,"Mouse works ok, keyboard does not. It loses ..."
1,AWFUL PHONE!! DON'T WASTE YOUR MONEY!!
1,I'm not happy with this purchase
1,Good for wired device.
2,hangs and jumps
1,Very disappointed that I have to find a new wireless keyboard ...
3,The mouse itself works wonderfully in terms of function
2,Does not work for PS4 Pro HDR
3,Use too much battery power.
5,Beets are delicious.
1,THIS MOUSE IS A DISGRACE TO THE GAMING WORLD
3,"It's alright, scroll wheel finnicky."
2,I wanted to like this mouse... But too bulky and awkward.
5,Does the job with style
4,"Good value for money, decent"
2,It was cheap and the lighting was cool though. Just not for me
5,Beautiful vibrant colors
5,LOVE IT!!!
2,the keyboard is fine. We had to replace the mouse and now ...
1,Scroll Wheel Doesn't Work
2,Faulty problems.
1,Very disappointed in this purchase
1,Struggles and freezes when trying to perform basic tasks like selecting something on the touchscreen
1,NOT 4G!
1,Unbelievable
1,Disgusted with phone
1,I don't like it! I think the battery is fried
5,Great product and fast delivery.
1,Didn’t work at all
1,HATED IT!
1,Long time delivery and poor quality refurbish.
3,Keyboard and Mouse Work but have an On/Off Switch
2,"Mouse is great, Keyboard is Meh... Maybe try something else"
1,Inconsistent Connectivity
5,Great for added storage
1,Battery is  messed up
1,"cheaply made, battery doesnt last more then a month."
4,Conveniently simple
4,Fast delivery
5,great price
1,Poor description
5,Great if you know what you want!
1,Logitech keyboard stopped working after only having for 4 months ...
5,top product
1,Do not buy these monitors
1,Broken equipment
5,"Minor flaws, fit the H4 perfect.  Worth the money"
5,Fantastic screen protector!
5,Amazing condition
5,Good
5,Good
5,Good
5,Perfect for my needs
5,i highly recommend
5,Great set of earphones for the price
3,The product description noted that ear buds are included. ...
4,"Perfect, does exactly what it is meant to"
4,Awesomely Refurbished!
1,It starts out fine and then all the sudden it starts opening apps
1,Arrived out of box with half the paint worn off
5,Great product! Thanks!
3,Mouse little poor quality.
5,Excellent Speaker. Angle 3 vs Angle 3 PLUS
5,Working well and in good condition.
4,Works if it's not there
5,Charge cable
5,phone cover for disabled son
5,Very good set
3,Don't get for straight talk
2,Not usual Logitech quality
3,"Good Sound, Nice Fit, but No Microphone/Buttons and Bulky Plug"
2,Did not work as advertised.
1,The worst
1,To Big
5,Great case with lovely pattern
5,Perfect fairy lights
3,Mouse is great except after a week the wheel stopped working properly
1,Looks good but not worth it
5,Remarkably good phone for the money.
1,Battery doesn't work.
4,For the price these headphones sound alright to me
5,Chose over the Sony1000xm2s
2,Phone o Kay but battery life and replacement needs to ...
2,This phone was not unlocked! As I live overseas ...
1,Not good pacaging
1,stopped working after 3 months
3,Strength and Thickness
2,You get what you pay for!
2,Bose is a great company but this product they make is not so good
3,Battery is not good. I could take it right off the charger ...
5,Works fine. Very pleased
2,"Monitor good, stand terrible"
5,recommended
5,I do not understand why people are saying that this earphone is bad. I own Bose over the ear headphone as ...
1,Mouse doesn't work that well unless you are on a ...
5,She's happy so am I! 😀
1,missing item
1,"... for a year and until a month ago I loved it, but then it just stopped working"
2,Logitech needs to get it's act together
3,"Good for Work, Bad for Gaming"
3,I ordered this phone and all was good for about one week
2,Buy something else
1,"Bad product, seller would not replace."
2,Calls constantly dropping.
2,Looks in great condition and works well with the exception of the ...
1,No windows key
3,"feels nice, very responsive"
2,Keyboard died within a year
1,Worst Mouse ever
1,Camera defect day 1
